word,meaning
McCain,1.n. 麦凯恩（美国共和党议员）；麦凯恩（姓氏）[新经济人高频]
McConnell,1.麦康内尔（美国地名） 2.n. (McConnell)人名；(英)麦康奈尔[新经济人高频]
MDGs,1.联合国千年发展目标（Millennium Development Goals）[新经济人高频]
measly,1.adj. 患麻疹的；极少的；低贱的[新经济人高频]
meddle,1.vi. 管闲事，干预他人之事[新经济人高频]
memoir,1.n. 回忆录；研究报告；自传；实录[新经济人高频]
mentality,1.n. 心态；[心理] 智力；精神力；头脑作用[新经济人高频]
mentally,1.adv. 精神上，智力上；心理上[新经济人高频]
mentor,1.n. 指导者，良师益友 2.vt. 指导[新经济人高频]
MEPs,1.abbr. 最低能效标准（Minimum Energy Performance Standards）；海洋生态进程（Marine Ecology Progress Series）[新经济人高频]
merchant,1.n. 商人，批发商；店主 2.adj. 商业的，商人的 3.n. (Merchant)人名；(英)麦钱特[新经济人高频]
Merck,1.n. 默克公司（财富500强公司之一，部所在地美国，主要经营制药）[新经济人高频]
merit,1.n. 优点，价值；功绩；功过 2.vt. 值得 3.vi. 应受报答[新经济人高频]
meritocracy,1.n. 英才教育（制度）；精英管理的社会[新经济人高频]
meritorious,1.adj. 有功绩的；有价值的；值得称赞的[新经济人高频]
mess around,1.浪费时间；一片狼籍；弄混[新经济人高频]
messy,1.adj. 凌乱的，散乱的；肮脏的，污秽的；麻烦的[新经济人高频]
metallic,1.adj. 金属的，含金属的[新经济人高频]
metaphor,1.n. 暗喻，隐喻；比喻说法[新经济人高频]
metre,1.n. 米；公尺；韵律 2.n. (Metre)人名；(英)米特[新经济人高频]
metro,1.n. 地铁；大都市；伦敦地下铁道；麦德隆（财富500强公司之一，总部所在地德国，主要经营零售）[新经济人高频]
Miami,1.n. 迈阿密（美国美国佛罗里达州东南部港市）[新经济人高频]
mice,1.n. 老鼠（mouse的复数） 2.n. (Mice)人名；(塞)米采[新经济人高频]
Midlands,1.中部地区[新经济人高频]
midst,1.n. 当中，中间 2.prep. 在…中间（等于amidst）[新经济人高频]
Mikhail,1.米哈伊尔（人名）[新经济人高频]
mildly,1.adv. 温和地，和善地；适度地[新经济人高频]
milieu,1.n. 环境；周围；出身背景[新经济人高频]
militarily,1.adv. 在军事上；从军事角度；以武力；以军事行动[新经济人高频]
Military,1.n. 军队；军人 2.adj. 军事的；军人的；适于战争的[新经济人高频]
militia,1.n. 民兵组织；自卫队；义勇军；国民军[新经济人高频]
millennium,1.n. 千年期，千禧年；一千年，千年纪念；太平盛世，黄金时代[新经济人高频]
millionaires,1.n. [经] 百万富翁（millionaire的复数形式）[新经济人高频]
mindful,1.adj. 留心的；记住的；警觉的[新经济人高频]
miners,1.n. [矿业] 矿工（miner的复数）；煤矿工人 2.n. (Miners)人名；(英)迈纳斯[新经济人高频]
Ministers,1.n. 部长（minister的复数）；阁僚 2.v. 伺候；照顾（minister的第三人称单数形式）[新经济人高频]
Minsk,1.n. 明斯克（白俄罗斯首都）[新经济人高频]
mired,1.v. 使…陷于泥泞，使…陷入困境（mire的过去式）[新经济人高频]
miserable,1.adj. 悲惨的；痛苦的；卑鄙的[新经济人高频]
misery,1.n. 痛苦，悲惨；不幸；苦恼；穷困 2.n. (Misery)人名；(法)米斯里[新经济人高频]
misleading,1.v. 给…带错路；把…引入歧途（mislead的ing形式） 2.adj. 令人误解的；引入歧途的[新经济人高频]
Mission,1.n. 使命，任务；代表团；布道 2.vt. 派遣；向……传教[新经济人高频]
Mississippi,1.n. 密西西比河（美国河流，世界上最大的河流之一）；密西西比州（美国州名）[新经济人高频]
mistaken,1.v. 弄错（mistake的过去分词） 2.adj. 错误的；弄错的；被误解的[新经济人高频]
mistrust,1.n. 不信任；怀疑 2.vt. 不信任；怀疑 3.vi. 不信任；怀疑[新经济人高频]
Mitchell,1.n. 米切尔（男子名，等于Michael）[新经济人高频]
mitigate,1.vt. 使缓和，使减轻 2.vi. 减轻，缓和下来[新经济人高频]
mixing,1.n. 混合；[电子] 混频 2.v. 混合（mix的ing形式）[新经济人高频]
mob,1.n. 暴民，暴徒；民众；乌合之众 2.vt. 大举包围，围攻；蜂拥进入 3.vi. 聚众生事，聚众滋事[新经济人高频]
modelled,1.n. 模范，典型，榜样；模型 2.adj. 模范的，榜样的；用作模型的 3.vt. 做…模型；(用泥、蜡)塑造：；仿特定样式做出，按特定模型制造(或设计)：[新经济人高频]
modification,1.n. 修改，修正；改变[新经济人高频]
Mohammad,1.n. 穆罕默德（穆斯林真主）；（阿拉伯）穆罕默德（男子名）[新经济人高频]
monarch,1.n. 君主，帝王；最高统治者[新经济人高频]
monarchy,1.n. 君主政体；君主国；君主政治[新经济人高频]
money-laundering,1.洗钱[新经济人高频]
Monitor,1.n. 监视器；监听器；监控器；显示屏；班长 2.vt. 监控[新经济人高频]
monitors,1.n. [自] 监视器，监控器；情况通报（monitor复数形式）[新经济人高频]
monuments,1.n. 遗迹；纪念物；不朽的功业；有永久价值的作品（monument的复数形式）[新经济人高频]
moons,1.n. [天] 月亮；月状物；月份；人造地球卫星（moon的复数） 2.v. 闲逛；呆想；像月亮般发光（moon的三单形式）[新经济人高频]
Moore,1.n. 摩尔（男子名）[新经济人高频]
mooring,1.n. 下锚；停泊处；系船具 2.v. 停泊（moor的ing形式） 3.n. (Mooring)人名；(英)穆林[新经济人高频]
morale,1.n. 士气，斗志 2.n. (Morale)人名；(意、西)莫拉莱[新经济人高频]
Morales,1.n. 莫拉莱斯（人名）[新经济人高频]
moratorium,1.n. 暂停，中止；[金融] 延期偿付[新经济人高频]
morbid,1.adj. 病态的；由病引起的；恐怖的；病变部位的[新经济人高频]
moribund,1.n. 垂死的人 2.adj. 垂死的；停滞不前的[新经济人高频]
Morocco,1.n. 摩洛哥（非洲一国家名）；[皮革] 摩洛哥皮革[新经济人高频]
morose,1.adj. 郁闷的；孤僻的[新经济人高频]
Morris,1.n. （打扮成 Robin Hood 等传奇人物跳的）莫理斯舞 2.n. (Morris)人名；(丹、德、法、捷、葡、西、意、英)莫里斯[新经济人高频]
Morsi,1.莫尔西（地名）[新经济人高频]
mortality,1.n. 死亡数，死亡率；必死性，必死的命运[新经济人高频]
mosques,1.n. 清真寺（mosque的复数形式）[新经济人高频]
motion,1.n. 动作；移动；手势；请求；意向 2.vt. 运动；向…打手势 3.vi. 运动；打手势[新经济人高频]
motivation,1.n. 动机；积极性；推动[新经济人高频]
motive,1.n. 动机，目的；主题 2.adj. 发动的；成为动机的 3.vt. 使产生动机，激起[新经济人高频]
motley,1.n. 混杂；杂色衣服；小丑 2.adj. 杂色的；混杂的；五颜六色的 3.n. (Motley)人名；(英)莫特利[新经济人高频]
motorists,1.汽车司机 2.乘汽车旅行者（ motorist的名词复数 ）[新经济人高频]
mound,1.n. 堆；高地；坟堆；护堤 2.vt. 堆起；筑堤 3.vi. 积成堆[新经济人高频]
Mount,1.n. 山峰；底座；乘骑用马；攀，登；运载工具；底座 2.vt. 增加；爬上；使骑上马；安装，架置；镶嵌，嵌入；准备上演；成立（军队等） 3.vi. 爬；增加；上升 4.n. （英）芒特（人名） 5.v. 登上；骑上[新经济人高频]
movers and shakers,1.有权势的人[新经济人高频]
muck,1.n. 淤泥；垃圾；肥料；品质低劣的东西 2.vt. 弄脏；施肥；清除…的污物 3.vi. 闲逛；鬼混 4.n. (Muck)人名；(德、匈、捷)穆克[新经济人高频]
muddle,1.n. 糊涂；困惑；混浊状态 2.vi. 胡乱思考；糊里糊涂地行事 3.vt. 混合；使咬字不清晰；使微醉[新经济人高频]
mull,1.vt. 研磨；思索或思考某事物；使醉 2.n. 混乱；软薄布 3.vi. 深思熟虑 4.n. (Mull)人名；(英)马尔[新经济人高频]
Mumbai,1.n. 孟买（印度城市）[新经济人高频]
Munk,1.n. (Munk)人名；(英)芒克；(德、丹、匈、捷、塞、瑞典)蒙克[新经济人高频]
Murphy,1.n. 马铃薯，土豆 2.n. (Murphy)人名；(英、葡、瑞典)墨菲[新经济人高频]
muscle,1.n. 肌肉；力量 2.vt. 加强；使劲搬动；使劲挤出 3.vi. 使劲行进[新经济人高频]
muse,1.n. 沉思；冥想 2.vt. 沉思；沉思地说 3.vi. 沉思；凝望[新经济人高频]
musical,1.n. 音乐片 2.adj. 音乐的；悦耳的[新经济人高频]
mustard,1.n. 芥末；芥菜；深黄色；强烈的兴趣 2.n. (Mustard)人名；(英)马斯塔德[新经济人高频]
muster,1.n. 集合；检阅；点名册；集合人员 2.vt. 召集；对…进行点名；使振作 3.vi. 召集；聚集 4.n. (Muster)人名；(德、罗)穆斯特尔；(英)马斯特[新经济人高频]
myriad,1.n. 无数，极大数量；无数的人或物 2.adj. 无数的；种种的[新经济人高频]
myself,1.pron. 我自己；我亲自；我的正常的健康状况和正常情绪[新经济人高频]
mystery,1.n. 秘密，谜；神秘，神秘的事物；推理小说，推理剧；常作 mysteries 秘技，秘诀[新经济人高频]
nadir,1.n. 最低点，最底点；[天] 天底 2.n. (Nadir)人名；(土、葡、巴基、阿拉伯)纳迪尔[新经济人高频]
nail down,1.确定，明确；用钉钉住[新经济人高频]
Nairobi,1.n. 内罗比（肯尼亚首都）[新经济人高频]
naked,1.adj. 裸体的；无装饰的；无证据的；直率的[新经济人高频]
nationality,1.n. 国籍，国家；民族；部落[新经济人高频]
nautical,1.adj. 航海的，海上的；船员的[新经济人高频]
navigate,1.vi. 航行，航空 2.vt. 驾驶，操纵；使通过；航行于[新经济人高频]
Nazis,1.n. 纳粹；纳粹党人（nazi的复数）[新经济人高频]
neck and neck,1.并驾齐驱，不分上下[新经济人高频]
needles,1.n. 针数，千针本；[印刷] 折页顶针（needle复数形式） 2.n. (Needles)人名；(英)尼德尔斯[新经济人高频]
negate,1.n. 对立面；反面 2.vt. 否定；取消；使无效 3.vi. 否定；否认；无效[新经济人高频]
Nelson,1.n. 压住对方头部或颈后及一臂或二臂的手法 2.n. (Nelson)人名；(英、俄)纳尔逊；(德、西、葡、瑞典)内尔松[新经济人高频]
neon,1.n. 霓虹灯；氖（10号元素，符号Ne） 2.n. (Neon)人名；(德)内翁；(俄)涅翁[新经济人高频]
Nepalese,1.n. 尼泊尔人 2.adj. 尼泊尔的[新经济人高频]
nerve,1.n. 神经；勇气；[植] 叶脉 2.vt. 鼓起勇气[新经济人高频]
nettle,1.n. 荨麻 2.vt. 剌激；惹恼；用荨麻刺 3.adj. 荨麻科的[新经济人高频]
networking,1.n. 计算机网络的设计；一种互助性的网络体系 2.v. 交流（network的ing形式）；联络[新经济人高频]
neurosis,1.n. [心理] 神经症；神经衰弱症[新经济人高频]
neutral,1.n. 中立国；中立者；非彩色；齿轮的空档 2.adj. 中立的，中性的；中立国的；非彩色的[新经济人高频]
neutrinos,1.n. 中微子（neutrino的复数）[新经济人高频]
newish,1.adj. 尚新的；稍微新的[新经济人高频]
NGO,1.abbr. 非政府组织（Non-Governmental Organization）；民间组织 2.n. (Ngo)人名；(喀)恩戈；(柬)努[新经济人高频]
nibble,1.n. 轻咬；啃；细咬 2.vt. 细咬；一点一点地咬；吹毛求疵 3.vi. 细咬；一点一点地咬；吹毛求疵[新经济人高频]
Nicholas,1.n. 尼古拉斯（男子名）[新经济人高频]
Nicolas,1.n. 尼古拉斯（男子名）[新经济人高频]
nicotine,1.n. [有化] 尼古丁；[有化] 烟碱[新经济人高频]
nimbyism,1.n. 邻避主义[新经济人高频]
Nixon,1.n. 尼克松（美国第37任总统）[新经济人高频]
Nobel,1.n. 诺贝尔（瑞典化学家及发明家，发明炸药，创设诺贝奖）；诺贝尔（姓氏）[新经济人高频]
nod,1.n. 点头；打盹；摆动 2.vt. 点头；点头表示 3.vi. 点头；打盹；摆动[新经济人高频]
nominated,1.v. 提名；任命（nominate的过去分词） 2.adj. 被提名的；被任命的[新经济人高频]
nominee,1.n. 被任命者；被提名的人；代名人[新经济人高频]
nominees,1.n. 被提名者，被指定人[新经济人高频]
Nomura,1.n. 野村（日本企业）；野村证券[新经济人高频]
nonetheless,1.conj. 尽管如此，但是 2.adv. 尽管如此，但是[新经济人高频]
non-profit,1.adj. 非营利的[新经济人高频]
nonsense,1.n. 胡说；废话 2.adj. 荒谬的 3.int. 胡说！[新经济人高频]
noose,1.n. 套索；束缚；绞刑 2.vt. 用套索捉；使落入圈套[新经济人高频]
Nordic,1.n. 北欧人；日耳曼民族；斯堪的纳维亚人；具有北欧日尔曼民族外貌特征的人 2.adj. 北欧人的；斯堪的纳维亚的；日耳曼民族的[新经济人高频]
Normally,1.adv. 正常地；通常地，一般地[新经济人高频]
Norwegian,1.n. 挪威人；挪威语 2.adj. 挪威的；挪威人的；挪威语的[新经济人高频]
nostalgia,1.n. 乡愁；怀旧之情；怀乡病[新经济人高频]
notch,1.n. 刻痕，凹口；等级；峡谷 2.vt. 赢得；用刻痕计算；在…上刻凹痕[新经济人高频]
noting,1.n. 注释，注释法；公证文件；提示 2.v. 记录，注解，注意（note的现在分词）[新经济人高频]
notions,1.n. 观念（notion的复数）；小商品[新经济人高频]
notwithstanding,1.conj. 虽然 2.prep. 尽管，虽然 3.adv. 尽管，仍然[新经济人高频]
novelty,1.n. 新奇；新奇的事物；新颖小巧而廉价的物品[新经济人高频]
novice,1.n. 初学者，新手 2.n. (Novice)人名；(法)诺维斯[新经济人高频]
nudge,1.vt. 推进；用肘轻推；向…不停地唠叨 2.n. 推动；用肘轻推；没完没了抱怨的人 3.vi. 轻推；推进；唠叨[新经济人高频]
nurse,1.n. 护士；奶妈，保姆 2.vt. 看护，护理；照顾；培养；给…喂奶 3.vi. 照料，护理；喂奶；当保姆 4.n. (Nurse)人名；(英)纳斯[新经济人高频]
nurses,1.n. [医] 护士；褓姆，看护（nurse的复数） 2.v. 护理；细心照看（nurse的第三人称单数）[新经济人高频]
obduracy,1.n. 执拗；冷酷；顽固[新经济人高频]
objected,1.n. 目标；物体；客体；宾语 2.vt. 提出…作为反对的理由 3.vi. 反对；拒绝[新经济人高频]
obligations,1.n. [法] 义务；债务；承付款项（obligation的复数）[新经济人高频]
oblige,1.vt. 迫使；强制；赐，施恩惠；责成 2.vi. 帮忙；施恩惠[新经济人高频]
obscure,1.adj. 昏暗的，朦胧的；晦涩的，不清楚的；隐蔽的；不著名的，无名的 2.vt. 使…模糊不清，掩盖；隐藏；使难理解 3.n. 某种模糊的或不清楚的东西[新经济人高频]
observation,1.n. 观察；监视；观察报告[新经济人高频]
obsessed,1.v. 着迷（obsess的过去式）；纠缠 2.adj. 着迷的；无法摆脱的[新经济人高频]
obsession,1.n. 痴迷；困扰；[内科][心理] 强迫观念[新经济人高频]
obtained,1.v. 获得（obtain的过去分词）[新经济人高频]
obtuse,1.adj. 迟钝的；圆头的；不锋利的[新经济人高频]
occasional,1.adj. 偶然的；临时的；特殊场合的[新经济人高频]
occasions,1.n. 场合；机会（occasion的复数）；理由 2.v. 致使；引起（occasion的第三人称单数）[新经济人高频]
occult,1.n. 神秘学 2.adj. 神秘的；超自然的；难以理解的 3.vt. 掩蔽 4.vi. 被掩蔽[新经济人高频]
occupy,1.vt. 占据，占领；居住；使忙碌[新经济人高频]
occurred,1.v. 发生（occur的过去分词）[新经济人高频]
oceans,1.n. [海洋] 海洋（ocean的复数形式）[新经济人高频]
offbeat,1.n. 弱拍 2.adj. 离奇的；标新立异的；弱拍的[新经济人高频]
offence,1.n. 犯罪；违反；过错；攻击[新经济人高频]
offences,1.冒犯 2.犯规 3.违法行为 4.罪行(offence的复数）[新经济人高频]
offenders,1.n. 罪犯（offender的复数）；冒犯者[新经济人高频]
offspring,1.n. 后代，子孙；产物[新经济人高频]
Often,1.adv. 常常，时常[新经济人高频]
Okinawa,1.n. 冲绳县（日本）[新经济人高频]
Oliver,1.n. 奥利弗（男子名）[新经济人高频]
on cue,1.恰好在这个时候[新经济人高频]
on hold,1.暂停；尚未办理的事情；等候接听；把持住的（指有问题的）[新经济人高频]
onerous,1.adj. 繁重的；麻烦的；负有义务的；负有法律责任的[新经济人高频]
onset,1.n. 开始，着手；发作；攻击，进攻[新经济人高频]
onshore,1.adj. 陆上的；向着海岸的 2.adv. 在陆上；向着海岸[新经济人高频]
onus,1.n. 责任，义务；负担 2.n. (Onus)人名；(英)奥纳斯[新经济人高频]
opera,1.n. 歌剧；歌剧院；歌剧团 2.n. (Opera)人名；(意)奥佩拉[新经济人高频]
operated,1.v. 操作（operate的过去式和过去分词） 2.adj. 操作的[新经济人高频]
operates,1.v. 操作；运行；动手术（operate的第三人称单数）[新经济人高频]
operational,1.adj. 操作的；运作的[新经济人高频]
Opinion,1.n. 意见；主张[新经济人高频]
Opposition,1.n. 反对；反对派；在野党；敌对[新经济人高频]
optimists,1.n. 乐观主义者；乐天派[新经济人高频]
Orban,1.欧尔班；奥尔班（人名，地名）[新经济人高频]
orbit,1.n. 轨道；眼眶；势力范围；生活常规 2.vt. 绕…轨道而行 3.vi. 盘旋；绕轨道运行[新经济人高频]
orchard,1.n. 果园；果树林 2.n. (Orchard)人名；(英、西)奥查德[新经济人高频]
ordain,1.vt. 任命某人为牧师；授某人以圣职；（上帝、法律等）命令；注定 2.vi. 颁布命令[新经济人高频]
ordeal,1.n. 折磨；严酷的考验；痛苦的经验[新经济人高频]
ordering,1.n. 订购；[计] 排序；[计] 定序 2.v. 订购（order的ing形式）；命令；指挥[新经济人高频]
orderly,1.n. 勤务兵；传令兵；护理员 2.adj. 有秩序的；整齐的；值班的 3.adv. 顺序地；依次地[新经济人高频]
Oregon,1.n. 俄勒冈州（美国州名）[新经济人高频]
originated,1.v. 起源，发起；发明（originate的过去式，过去分词）；准备呼叫[新经济人高频]
ostensible,1.adj. 表面的；假装的[新经济人高频]
ousted,1.驱逐 2.取代（oust的过去式和过去分词）[新经济人高频]
out of,1.由于；缺乏；自…离开；用…（材料）[新经济人高频]
outdoor,1.adj. 户外的；露天的；野外的（等于out-of-door）[新经济人高频]
outgun,1.vt. 武器多于；火力压过[新经济人高频]
outlast,1.vt. 比…长久；从…中逃生[新经济人高频]
outpace,1.vt. 赶过；超过…速度[新经济人高频]
outpost,1.n. 前哨；警戒部队；边区村落[新经济人高频]
outsider,1.n. 外人；无取胜希望者[新经济人高频]
outskirts,1.n. 市郊，郊区[新经济人高频]
outstrip,1.vt. 超过；胜过；比…跑得快[新经济人高频]
outweigh,1.vt. 比…重（在重量上）；比…重要；比…有价值[新经济人高频]
overblown,1.adj. 停息的；过分的；已盛开过的 2.v. 吹散；用力吹；过分渲染（overblow的过去分词）[新经济人高频]
overdue,1.adj. 过期的；迟到的；未兑的[新经济人高频]
overhaul,1.n. 彻底检修，详细检查 2.vt. 分解检查，大修；追上并超过[新经济人高频]
oversees,1.监视[新经济人高频]
overshadowed,1.vt. 使失色；使阴暗；遮阴；夺去…的光彩[新经济人高频]
overtaken,1.v. 赶上，压倒（overtake的过去分词）[新经济人高频]
overthrow,1.n. 推翻；倾覆；瓦解 2.vt. 推翻；打倒；倾覆[新经济人高频]
overtime,1.n. [劳经] 加班时间；延长时间；加时赛 2.adj. 超时的；加班的 3.vt. 使超过时间 4.adv. 加班地[新经济人高频]
overturned,1.v. 颠覆（overturn的过去式） 2.adj. 倾覆的，倒转的[新经济人高频]
overwhelming,1.adj. 压倒性的；势不可挡的 2.v. 压倒；淹没（overwhelm的ing形式）；制服[新经济人高频]
overwhelmingly,1.adv. 压倒性地；不可抵抗地[新经济人高频]
ovulate,1.adj. 具胚珠的 2.vi. 排卵[新经济人高频]
owed,1.vbl. 感恩；亏欠；负债][新经济人高频]
owes,1.v. 亏欠；负债（owe的单三形式）；感恩[新经济人高频]
owning,1.有[新经济人高频]
Pablo,1.n. 帕布鲁棕色[新经济人高频]
pack,1.n. 包装；一群；背包；包裹；一副 2.vt. 包装；压紧；捆扎；挑选；塞满 3.vi. 挤；包装货物；被包装；群集 4.n. (Pack)人名；(英、德)帕克[新经济人高频]
packaged,1.v. 包装；把…装袋（package的过去式和过去分词） 2.adj. 包装过的[新经济人高频]
painfully,1.adv. 痛苦地，费力地[新经济人高频]
painted,1.v. 油漆（paint的过去式和过去分词） 2.adj. 描画的；着色的；刷上油漆的 3.n. (Painted)人名；(瑞典)帕因特德[新经济人高频]
Pakistanis,1.n. 巴基斯坦人（Pakistani的复数）[新经济人高频]
Palace,1.n. 宫殿；宅邸；豪华住宅[新经济人高频]
palate,1.n. 味觉；上颚；趣味[新经济人高频]
palaver,1.n. 谈判，交涉；奉承 2.vt. 奉承 3.vi. 唠叨；空谈；奉承，拍马[新经济人高频]
pamper,1.vt. 纵容；使…过量；给…吃得过多 2.n. (Pamper)人名；(德)潘佩尔[新经济人高频]
pander,1.n. 怂恿者；拉皮条者；老鸨 2.vi. 迎合；勾引；怂恿；拉皮条 3.vt. 为…拉皮条 4.n. (Pander)人名；(德、俄)潘德尔[新经济人高频]
panel,1.n. 仪表板；嵌板；座谈小组，全体陪审员 2.vt. 嵌镶板 3.n. (Panel)人名；(英、法)帕内尔[新经济人高频]
panorama,1.n. 全景，全貌；全景画；概论[新经济人高频]
parade,1.n. 游行；阅兵；炫耀；行进；阅兵场 2.vt. 游行；炫耀；列队行进 3.vi. 游行；炫耀；列队行进 4.n. (Parade)人名；(法、德)帕拉德[新经济人高频]
paragon,1.n. 模范；完美之物；优秀之人 2.adj. 完美的 3.n. (Paragon)人名；(法)帕拉贡[新经济人高频]
parallels,1.n. 平行线；平行状态；匹敌者（parallel的复数形式） 2.v. 使…成平行；与…相应（parallel的第三人称单数）[新经济人高频]
parity,1.n. 平价；同等；相等[新经济人高频]
parlous,1.adj. 危险的；狡猾的；不易对付的 2.adv. 非常地；极度地[新经济人高频]
parole,1.n. 语言；誓言，诺言；释放宣言 2.vt. 有条件释放，假释；使假释出狱；宣誓后释放[新经济人高频]
partially,1.adv. 部分地；偏袒地[新经济人高频]
Partners,1.n. 伙伴（partner的复数形式）；合作伙伴；[法] 合伙人 2.v. 合伙；成为搭档（partner的第三人称单数）[新经济人高频]
passes,1.n. 关口；执照；通路（pass的复数） 2.v. 经过；传递（pass的三单形式）；超过；及格[新经济人高频]
passive,1.n. 被动语态 2.adj. 被动的，消极的；被动语态的[新经济人高频]
passports,1.n. [法] 护照，通行证（passport复数形式）[新经济人高频]
pastel,1.n. 粉蜡笔；粉蜡笔画 2.n. (Pastel)人名；(法)帕斯泰尔 3.adj. 柔和的；彩色蜡笔的，粉蜡笔的[新经济人高频]
pastors,1.n. 牧师 2.vt. 作……的牧师 3.n. (Pastor)人名；(法、意、塞、葡、罗、捷、瑞典、德、西)帕斯托尔；(英)帕斯特[新经济人高频]
patchy,1.adj. 不调和的；拼凑成的；有补丁的[新经济人高频]
patently,1.adv. 明显地；公然地；明白地[新经济人高频]
patio,1.n. 露台；天井[新经济人高频]
Patrick,1.n. 帕特里克（男子名）[新经济人高频]
pavilion,1.n. 阁；亭子；大帐篷；展示馆 2.vt. 搭帐篷；置…于亭中；笼罩[新经济人高频]
payouts,1.n. 支出（payout的复数形式）；付款；花费[新经济人高频]
payroll,1.n. 工资单[新经济人高频]
peaked,1.v. 到达高点，消瘦，竖起（peak的过去式和过去分词形式） 2.adj. 尖的；消瘦的；有遮檐的[新经济人高频]
pebble,1.n. 卵石；水晶透镜 2.vt. 用卵石铺[新经济人高频]
peculiar,1.n. 特权；特有财产 2.adj. 特殊的；独特的；奇怪的；罕见的[新经济人高频]
peddle,1.vt. 叫卖；兜售；散播 2.vi. 沿街叫卖；忙于琐事 3.n. (Peddle)人名；(英)佩德尔[新经济人高频]
pedigree,1.n. 血统；家谱 2.adj. 纯种的[新经济人高频]
peg,1.n. 钉；桩；借口；琴栓 2.vt. 限制；钉木钉 3.adj. 越往下端越细的 4.vi. 疾行；孜孜不倦地做某事 5.n. (Peg)人名；(英)佩格(女子教名 Margaret 的昵称)；(西)佩格[新经济人高频]
pending,1.prep. 在…期间；直到…时为止；在等待…之际 2.v. 待定；悬而不决（pend的ing形式） 3.adj. 未决定的；行将发生的 4.n. (Pending)人名；(瑞典)彭丁[新经济人高频]
penitent,1.adj. 忏悔的，悔过的 2.n. 悔罪者，忏悔者[新经济人高频]
pent-up,1.adj. 被压抑的；幽闭的[新经济人高频]
perch,1.n. 鲈鱼; 高位；栖木；杆 2.vt. 栖息；就位；位于；使坐落于 3.vi. 栖息；就位；位于 4.n. (Perch)人名；(俄)佩尔奇；(丹)佩克[新经济人高频]
performances,1.n. 演出；[法] 履行（performance的复数形式）[新经济人高频]
performers,1.n. 表演者；执行者（performer的复数形式）[新经济人高频]
performing,1.v. 表演（perform的ing形式）；履行 2.adj. 表演的；履行的[新经济人高频]
perilous,1.adj. 危险的，冒险的[新经济人高频]
perils,1.n. 事故；风险（peril的复数） 2.v. 冒险；置…于危险中（peril的第三人称单数）[新经济人高频]
periphery,1.n. 外围，边缘；圆周；圆柱体表面[新经济人高频]
perks,1.n. 特权；额外津贴（perk的复数）；特别待遇 2.v. 打扮；使振作；昂首挺胸（perk的第三人称单数） 3.n. (Perks)人名；(英)珀克斯；(法)佩尔克[新经济人高频]
permit,1.n. 许可证，执照 2.vt. 许可；允许 3.vi. 许可；允许[新经济人高频]
perplex,1.vt. 使困惑，使为难；使复杂化[新经济人高频]
persist,1.vi. 存留，坚持；持续，固执 2.vt. 坚持说，反复说[新经济人高频]
personally,1.adv. 亲自地；当面；个别地；就自己而言[新经济人高频]
perturbation,1.n. [数][天] 摄动；不安；扰乱[新经济人高频]
Peshawar,1.n. 白沙瓦（巴基斯坦北部城市）[新经济人高频]
peso,1.n. 比索（拉丁美洲一些国家和菲律宾的货币单位）；美元 2.n. (Peso)人名；(西、意、芬)佩索[新经济人高频]
pessimistic,1.adj. 悲观的，厌世的；悲观主义的[新经济人高频]
peter out,1.v. 逐渐消失；逐渐减少[新经济人高频]
phantom,1.n. 幽灵；幻影；虚位 2.adj. 幽灵的；幻觉的；有名无实的[新经济人高频]
pharaoh,1.n. 法老；暴君[新经济人高频]
pharmaceutical,1.n. 药物 2.adj. 制药（学）的[新经济人高频]
phase out,1.使逐步淘汰；逐渐停止[新经济人高频]
phenomena,1.n. 现象（phenomenon 的复数 ）[新经济人高频]
phenomenon,1.n. 现象；奇迹；杰出的人才[新经济人高频]
philosopher,1.n. 哲学家；哲人[新经济人高频]
philosophy,1.n. 哲学；哲理；人生观[新经济人高频]
photography,1.n. 摄影；摄影术[新经济人高频]
physically,1.adv. 身体上，身体上地[新经济人高频]
physicists,1.n. 物理学家；机械唯物论者（physicist的复数）[新经济人高频]
pickpocket,1.n. 扒手[新经济人高频]
piled,1.v. 堆积；积累（pile的过去分词） 2.adj. 有细毛的[新经济人高频]
pilfer,1.vt. 窃；偷窃；小偷小摸 2.vi. 偷窃；小偷小摸[新经济人高频]
pillar,1.n. 柱子，柱形物；栋梁；墩 2.vt. 用柱支持 3.n. (Pillar)人名；(英)皮勒[新经济人高频]
pilot,1.n. 飞行员；领航员 2.adj. 试点的 3.v. 驾驶；领航；试用 4.n. (Pilot)人名；(意、印)皮洛特；(法)皮洛[新经济人高频]
pilots,1.n. [航] 飞行员；向导；试播节目；自动驾驶仪（pilot的复数） 2.v. 领航；指引；试用（pilot的三单形式）[新经济人高频]
pin,1.n. 大头针，别针，针；栓；琐碎物 2.vt. 钉住；压住；将……用针别住[新经济人高频]
pin down,1.确定；使受约束；阻止[新经济人高频]
pinch,1.n. 匮乏；少量；夹痛 2.vt. 捏；勒索；使苦恼；掐掉某物，修剪 3.vi. 夹痛；节省 4.n. (Pinch)人名；(英)平奇[新经济人高频]
PISA,1.n. 比萨（意大利城市）[新经济人高频]
Pistorius,1.n. (Pistorius)人名；(德、捷)皮斯托留斯[新经济人高频]
