word,meaning
obstinateness,n.固执，顽固[红宝书]
obstreperous,a.吵闹的；难管束的[红宝书]
obstruct,v.阻塞，截断[红宝书]
obstruction,n.阻碍(物)，妨碍[红宝书]
obtainable,a.能得到的[红宝书]
obtrude,v.突出；强加[红宝书]
obtuse,a.愚笨的；迟钝的[红宝书]
obverse,n./a.正面(的)[红宝书]
obviate,v.排除(困难)[红宝书]
obvious,a.明显的，显而易见的[红宝书]
occasional,adj.偶尔的；特殊场合的；不经常的[红宝书]
occlude,v.使闭塞[红宝书]
occult,a.秘密的，不公开的[红宝书]
occupation,n.工作，职业；占领[红宝书]
ocular,a.眼睛的；视觉的[红宝书]
ode,n.长诗，颂歌[红宝书]
odious,a.可憎的，讨厌的[红宝书]
odium,n.憎恶，反感[红宝书]
odometer,n.（汽车）里程表[红宝书]
odoriferous,a.有气味的[红宝书]
odorless,a.无嗅的，没有气味的[红宝书]
offbeat,a.非传统的，不平常的[红宝书]
offend,v.得罪，冒犯[红宝书]
offensive,a.令人不快的，得罪人的[红宝书]
offhand,adv./a.事先无准备地(的)；(言行)随便地(的)，唐突地(的)[红宝书]
officious,a.爱发命令的，好忠告的，好管闲事的；过度殷勤的；非官方的[红宝书]
offish,a.冷淡的，疏远的[红宝书]
off-key,a.走调的，不和谐的[红宝书]
offset,v.补偿，抵消[红宝书]
offspring,n.儿女，后代[红宝书]
offstage,adv./a.台后(的)，幕后(的)[红宝书]
ogle,v.送秋波，色迷迷地看(女子)；n.媚眼[红宝书]
ointment,n.油膏，软膏[红宝书]
oleaginous,a.油腻的；圆滑的，满口恭维的[红宝书]
olfactory,a.嗅觉的[红宝书]
oligarchy,n.寡头统治(政府权力集中在少数人手里)[红宝书]
omelet,n.煎蛋卷[红宝书]
ominous,a.不祥的，不吉利的[红宝书]
omit,v.省略，排除，删除；疏忽，忘记做，遗漏[红宝书]
omnipotent,a.全能的，万能的；权利无限的[红宝书]
omnipresent,a.无处不在的[红宝书]
omniscient,a.无所不知的，博识的[红宝书]
omnivorous,a.杂食的；兴趣杂的[红宝书]
onerous,a.繁重的，麻烦的[红宝书]
ongoing,a.进行中的；前进的；不间断的[红宝书]
onset,n.(坏情况)开始，发作；攻击，袭击[红宝书]
onslaught,n.猛攻，猛袭[红宝书]
onus,n.义务，负担[红宝书]
ooze,v.慢慢地流，渗出；（勇气）逐渐消失[红宝书]
opacity,n.不透明性；晦涩，难懂[红宝书]
opacity,n.不透明性；晦涩，难懂[红宝书]
opalescence,n.(不透明的)乳白光[红宝书]
opalescent,adj.发乳白色光的[红宝书]
opaque,a.不透明的；难懂的[红宝书]
operable,adj.可操作的，可以使用的[红宝书]
operative,a.(计划等)实施中的；生效的[红宝书]
opine,v.想，以为[红宝书]
opinionated,a.固执己见的[红宝书]
opponent,n.对手，敌手[红宝书]
opportune,a.合适的，适当的(尤指时机适时)[红宝书]
oppose,v.反对[红宝书]
opposed,adj.反对的[红宝书]
opposite,adj.相反的，对立的[红宝书]
oppress,v.压迫，压制[红宝书]
oppressive,a.高压的，压制性的[红宝书]
opprobrious,a.（言语）辱骂的，骂人的；可耻的[红宝书]
optical,a.视觉的；光学的[红宝书]
optimal,a.最佳的，最理想的[红宝书]
optimism,n.乐观主义[红宝书]
optimist,n.乐观主义者[红宝书]
optimum,a.最好的，最有利的[红宝书]
opulent,a.富裕的；充足的[红宝书]
opulent,a.富裕的；充足的[红宝书]
oracle,n.代神发布神谕的人[红宝书]
oracular,adj.神谕的，玄妙难懂的[红宝书]
oratory,n.演讲术[红宝书]
orbital,adj.轨道的[红宝书]
orchard,n.果园[红宝书]
orchestra,n.管弦乐队[红宝书]
ordain,v.任命(神职)；颁发命令[红宝书]
ordeal,n.严峻考验，痛苦经验[红宝书]
ordinance,n.法令，条例[红宝书]
ordinary,a.普通的，平常的；拙劣的 n.惯例[红宝书]
organism,n.生物；有机体[红宝书]
orient,a.上升的；v.确定方向；使熟悉情况[红宝书]
original,a.最初的，原始的；有创意的[红宝书]
ornamental,adj.装饰性的[红宝书]
ornate,a.(贬)华美的；充满装饰的，重度装饰的[红宝书]
ornery,a.顽固的，爱争吵的[红宝书]
orotund,a.(声音）洪亮的[红宝书]
orthodox,a.正统的[红宝书]
oscillate,v.摆动；(思想、想法、感情)摇摆不定[红宝书]
osmosis,n.渗透；(思想、观念)潜移默化[红宝书]
osseous,a.骨的，多骨的[红宝书]
ossify,v.硬化，骨化；（贬）使(传统)僵化[红宝书]
ostensible,a.表面上的[红宝书]
ostentation,n.夸示，炫耀[红宝书]
ostentatious,adj.华美的；炫耀的[红宝书]
ostracism,n.放逐，排斥(出某集团)[红宝书]
ostracize,v.放逐，排斥(出某集团)[红宝书]
other-directed,a.受人支配的[红宝书]
otiose,a.不必要的，多余的[红宝书]
oust,v.驱逐；把…赶走[红宝书]
outburst,n.爆发，迸发；激情[红宝书]
outdated,adj.过时的[红宝书]
outfox,a.以机智胜过[红宝书]
outgoing,a.友善的；即将离开的；即将离职的[红宝书]
outgrow,v.生长速度超过…，长得比…快[红宝书]
outgrowth,n.自然结果；结果；副产品[红宝书]
outlandish,a.古怪的[红宝书]
outlast,v.比…持久[红宝书]
outlet,n.出口[红宝书]
outline,n.轮廓；梗概，要点，大纲[红宝书]
outlying,a.边远的，偏僻的[红宝书]
outmaneuver,v.以策略制胜[红宝书]
outmoded,a.不再流行的[红宝书]
outset,n.开始，开头[红宝书]
outshine,v.比…更好，比…更出色[红宝书]
outspoken,a.直言不讳的[红宝书]
outstrip,v.超越，超过；比…跑得快[红宝书]
outweigh,v.比…重，比…更重要[红宝书]
outwit,v.以机智胜过[红宝书]
oval,adj.卵形的，椭圆形的[红宝书]
oven,n.烤箱，烤炉，灶[红宝书]
overawe,v.威慑[红宝书]
overbalance,v.使失去平衡[红宝书]
overbear,v.压倒；镇压；比···更重要[红宝书]
overbearing,a.专横的，独断的[红宝书]
overblown,a.盛期已过的，残败的；夸张的[红宝书]
overcast,adj.阴天的，阴暗的[红宝书]
overconfident,adj.过于自信的，自负的[红宝书]
overcrowded,v.使过度拥挤[红宝书]
overdraw,v.透支；夸大[红宝书]
overdue,a.过期未付的；逾期的[红宝书]
overemphasize,v.过分强调[红宝书]
overestimate,v.评价过高[红宝书]
overflow,v.溢出；充满，洋溢[红宝书]
overhaul,v.彻底检查；大修[红宝书]
overinflated,a.过度充气的[红宝书]
overlap,v.部分重叠[红宝书]
overload,v.使超载[红宝书]
overlook,v.忽视；俯视，从上往下看[红宝书]
overpower,v.压倒[红宝书]
overpowering,a.压倒性的，不可抗拒的[红宝书]
overrate,v.对···评价过高[红宝书]
overreach,v.做事过头(而失败)[红宝书]
override,v.不理会；蹂躏，践踏[红宝书]
overriding,a.最主要的，优先的，首要的[红宝书]
overrule,v.(高位的人)否决(低位的人或事)[红宝书]
oversee,v.监督[红宝书]
overshadow,v.遮蔽；使失色，使相形见绌[红宝书]
oversight,n.疏忽，失察，勘漏[红宝书]
overstate,v.夸张，对…言过其实[红宝书]
overt,a.公开的，非秘密的[红宝书]
overtax,v.课税过重[红宝书]
overthrow,v./n.推翻；终止[红宝书]
overtire,v.使过度疲劳[红宝书]
overture,n.前奏曲，序曲[红宝书]
overturn,v.翻倒；推翻，使垮台(尤指政府)[红宝书]
overweening,a.自负的，过于自信的[红宝书]
overwhelm,v.泛滥；压倒[红宝书]
overwrought,a.紧张过度的[红宝书]
oxidize,v.氧化，生锈[红宝书]
pacifist,n.和平主义者，反战主义者[红宝书]
pacify,v.使安静，抚慰[红宝书]
pack,n.狼群；(一起群居、捕猎的)一群动物[红宝书]
packed,a.充满人的，拥挤的[红宝书]
pact,n.协定，条约[红宝书]
paean,n.赞美歌，颂歌[红宝书]
pagan,n.没有宗教信仰的人；异教徒(指不信犹太教、基督教、伊斯兰教恶人)[红宝书]
painstaking,a.煞费苦心的，辛苦的[红宝书]
painstakingly,adv.细心地，专注地；辛苦地[红宝书]
palatable,a.美味的[红宝书]
palate,n.上腭；口味，味觉；品位，爱好[红宝书]
palatial,a.宫殿般的；宏伟的[红宝书]
palaver,n.空谈 /v. 空谈;奉承[红宝书]
paleolithic,a.旧石器时代的[红宝书]
palette,n.调色板，颜料配置[红宝书]
pall,v.（因过多或过久而）令人发腻，失去吸引力[红宝书]
palliate,v.减轻(痛苦)；掩饰(罪行)[红宝书]
palliative,n.缓释剂；a.减轻的，缓和的[红宝书]
pallid,a.苍白的，没血色的[红宝书]
palpable,a.可触知的；明显的[红宝书]
palpitate,v.(心脏)急速而不规则地跳动[红宝书]
paltry,a.无价值的，微不足道的[红宝书]
pamper,v.纵容，过分关怀[红宝书]
pan,v.严厉批评[红宝书]
panacea,n.万灵药(能治百病的药)[红宝书]
pancreas,n.胰腺[红宝书]
pandemonium,n.喧嚣，大混乱[红宝书]
pander,v.怂恿，迎合(不良欲望)[红宝书]
pane,n.窗格玻璃[红宝书]
pang,n.一阵剧痛[红宝书]
panic,a.恐慌的；n.恐慌，惊惶[红宝书]
panorama,n.概观，全景[红宝书]
panoramic,a.全景的，全貌的，概论的[红宝书]
pantomime,n.哑剧[红宝书]
parable,n.寓言故事[红宝书]
paradigm,n.范例，示范[红宝书]
paradox,n.矛盾；似矛盾而正确的说法[红宝书]
paradoxical,adj.矛盾的；不正常的[红宝书]
paragon,n.（褒）模范，典型[红宝书]
parallelism,n.平行，类似[红宝书]
paralyze,v.使瘫痪；使无效[红宝书]
paramount,a.最重要的，最高权力的[红宝书]
paraphrase,v.(将一段文字)释义[红宝书]
parasite,n.（贬）靠他人为生的人；寄生物[红宝书]
parasitic,adj.寄生的[红宝书]
parch,v.烘烤；烤焦[红宝书]
pare,v.削皮；修剪；削减，缩减[红宝书]
parious,a.靠不住的，危险的[红宝书]
parity,n.(水平，地位，数量等的)同等，相等[红宝书]
parley,n./v. 和谈；会谈[红宝书]
parliamentary,a.议会（制）的[红宝书]
parochial,a.教区的；地方性的，狭小的[红宝书]
parody,n.模仿性嘲弄文章或表演；拙劣的模仿[红宝书]
parry,v.挡开，避开(武器，问题等)[红宝书]
parsimony,n.过分节俭，吝啬[红宝书]
partiality,n.偏袒，偏心[红宝书]
participate,v.分担；参与；分享[红宝书]
participation,n.参与，参加[红宝书]
particular,n.事实，细节[红宝书]
particularity,n.独特性[红宝书]
particularize,v.详述，逐一列举[红宝书]
particulate,a.微粒的  n.微粒[红宝书]
partisan,n.党派支持者；党徒[红宝书]
partition,n.隔开；隔墙[红宝书]
parturition,n.生产，分娩[红宝书]
passe,a.已过盛年的；过时的[红宝书]
passionate,a.充满激情的[红宝书]
passive,a.被动的，缺乏活力的，消极的[红宝书]
passively,adv.被动地，顺从地[红宝书]
pastiche,n.(音乐、文学、艺术等)混合拼凑的作品[红宝书]
pastry,n.糕点，点心[红宝书]
patch,n.补丁；一小片(土地)[红宝书]
patent,a.显而易见的；n.专利权(证书)[红宝书]
pathetic,a.引起怜悯的，令人难过的[红宝书]
pathological,a.病态的；病理的[红宝书]
pathological,a.病态的；病理的[红宝书]
pathology,n.病理学[红宝书]
patience,n.耐性[红宝书]
patriarchal,a.家长的，族长的[红宝书]
patriot,n.爱国者，爱国主义者[红宝书]
patriotism,n.爱国主义，爱国心[红宝书]
patronage,n.赞助，惠顾[红宝书]
patronize,v.屈尊俯就；(老顾客)光顾，惠顾[红宝书]
patronizing,a.以恩惠态度对待的，要人领情的[红宝书]
paucity,n.小量，少量，缺乏[红宝书]
pauper,n.贫民；乞丐[红宝书]
pavid,a.害怕的，胆小的[红宝书]
pawn,v./n. 典当，抵押[红宝书]
peachy,a.极好的，漂亮的[红宝书]
peak,v.憔悴，消瘦[红宝书]
peaky,adj.消瘦的，虚弱的[红宝书]
pecan,n.山核桃[红宝书]
peck,v.啄食；轻啄[红宝书]
peckish,a.饿的；急躁的[红宝书]
peculate,v.挪用（公款）[红宝书]
peculiar,a.独特的；古怪的[红宝书]
pecuniary,a.金钱的[红宝书]
pedagogy,n.教育学，教学法[红宝书]
pedagogy,n.教育学，教学法[红宝书]
pedal,n.踏板，脚蹬；v.骑脚踏车[红宝书]
pedant,n.迂腐之人，学究[红宝书]
pedantry,n.迂腐[红宝书]
peddle,v.兜售[红宝书]
pedestal,n.(柱石或雕像的)基座[红宝书]
pedestrian,a.行人的，徒步的；缺乏想像的；n.行人[红宝书]
peek,v.偷看[红宝书]
peel,v.削去…的皮；剥落；n.外皮[红宝书]
peep,n./v.瞥见，偷看；初现[红宝书]
peer,n.同等之人，同辈[红宝书]
peerless,a.无可匹敌的[红宝书]
peery,a.窥视的；好奇的；怀疑的[红宝书]
peeve,v.使气恼，使发脾气[红宝书]
peevish,a.坏脾气的，易怒的（尤指对小事）[红宝书]
pejorative,a.带有轻蔑意义的，贬低的[红宝书]
pell-mell,adv.混乱地，乱糟糟地[红宝书]
pellucid,a.清晰的，清澈的[红宝书]
pelt,v.扔 n.毛发[红宝书]
penal,adj.惩罚的，刑罚的[红宝书]
penalize,v.置(某人)于不利地位；处罚[红宝书]
penalty,n.刑罚，处罚[红宝书]
penalty,n.刑罚，处罚[红宝书]
penance,n.自我惩罚[红宝书]
penchant,n.爱好，嗜好[红宝书]
pendent,a.吊着的，悬挂的[红宝书]
pending,a.即将发生的；未决的[红宝书]
pendulous,a.下垂的[红宝书]
pendulum,n.摆，钟摆[红宝书]
penetrate,v.刺穿；渗入；了解，洞察[红宝书]
penetrating,a.（声音）响亮的，尖锐的；（气味）刺激的；（思想）敏锐的，有洞察力[红宝书]
penicillin,n.盘尼西林，青霉素[红宝书]
penitent,a.后悔的，忏悔的[红宝书]
pensive,a.沉思的；忧心忡忡的[红宝书]
penury,n.贫穷；吝啬[红宝书]
perambulate,v.（以漫步）巡视；漫步[红宝书]
perception,n.感觉；洞察力，理解力，悟性[红宝书]
perceptive,adj.感知的，知觉的；有洞察力的，敏锐的[红宝书]
perch,v.(鸟)栖息[红宝书]
percolate,v.过滤出；渗透[红宝书]
peremptory,a.(命令)不容反抗的，强制的；(人，举止)专横的[红宝书]
perennial,a.全年的；永久的[红宝书]
perfervid,a.非常热心的[红宝书]
perfidious,a.不忠的，背信弃义的[红宝书]
perfidy,n.不忠，背叛[红宝书]
perforate,v.打洞，穿孔[红宝书]
perfume,n.香味，香水[红宝书]
perfunctory,adj.例行公事般的，敷衍的[红宝书]
peril,n.危险[红宝书]
perilous,a.危险的，冒险的[红宝书]
periodic,a.周期的[红宝书]
peripatetic,a.巡游的[红宝书]
peripheral,a.不重要的；外围的[红宝书]
periphery,n.不重要的部分；外围[红宝书]
periphrastic,a.迂回的，冗赘的[红宝书]
perish,v.死，毁灭[红宝书]
perishable,a.易腐烂的，易变质的  n.易腐烂的东西[红宝书]
perishing,a.严寒的[红宝书]
perjure,v.使作伪证，发假誓[红宝书]
perjury,n.伪证，假誓[红宝书]
perk,v.恢复，振作 ；打扮[红宝书]
perky,a.神气的，活泼的[红宝书]
permeable,a.可渗透的(penetrable)[红宝书]
permeate,v.扩散；渗透[红宝书]
permissive,a.过分纵容的[红宝书]
pernicious,a.有害的；致命的[红宝书]
perpendicular,a.垂直的[红宝书]
perpetrate,v.犯罪；负责[红宝书]
perpetual,a.连续不断的；永久的[红宝书]
perpetuate,v.使永存，使永记不忘[红宝书]
perquisite,n.固定津贴，利益，好处[红宝书]
persecute,v.(宗教、政治、宗族)迫害[红宝书]
persevere,v.坚持不懈[红宝书]
persiflage,n.(善意的)嘲弄、玩笑[红宝书]
persinckety,a.势力的；爱挑剔的[红宝书]
persist,v.坚持不懈，执意；坚持问，不停说话；长存[红宝书]
persistence,n.坚持不懈，持续[红宝书]
personally,adv.亲自，作为个人[红宝书]
perspective,n.(判断事物的)角度，方法；透视法[红宝书]
perspicacious,a.判断力强的，有识别力的，有洞察力的，独具慧眼的[红宝书]
perspicuous,a.(语言，文章)明晰的，表达清楚的[红宝书]
perspire,v.流汗[红宝书]
persuasive,a.易使人信服的，有说服力的[红宝书]
pertain,v.属于，依附于；关于，与…有关联[红宝书]
pertinacious,a.固执的；无法驾御的；不妥协的[红宝书]
pertinent,a.有关的，相关的；中肯的，恰当的[红宝书]
peruse,v.细读，精读[红宝书]
pervade,v.弥漫，普及[红宝书]
pervasive,adj.弥漫的，遍布的[红宝书]
perverse,a.刚愎自用的，固执的[红宝书]
pervert,v.使堕落；滥用，歪曲[红宝书]
pervious,a.可渗透的[红宝书]
pester,v.纠缠，强求[红宝书]
pesticide,n.杀虫剂[红宝书]
pestilent,a.致死的；有害的[红宝书]
pestilential,a.引起瘟疫的；致命的[红宝书]
pestle,n.(捣碎或研磨用的)杵[红宝书]
petal,n.花瓣[红宝书]
petitioner,n.请愿人[红宝书]
petrify,v.石化；吓呆[红宝书]
petroleum,n.石油[红宝书]
pettish,a.易怒的，闹情绪的[红宝书]
petty,a.琐碎的，不重要的；小心眼的，气量小的[红宝书]
petulance,n.发脾气，性急，暴躁[红宝书]
petulant,a.性急的，暴躁的[红宝书]
phantom,n.鬼怪，幽灵；幻像，幻觉[红宝书]
pharisaic,a.伪善的，伪装虔诚的[红宝书]
pharmaceutical,a.制药的[红宝书]
pharmacology,n.药理学，药物学[红宝书]
phenomenal,a.显著的，非凡的，了不起的[红宝书]
philanthropic,a.博爱的，慈善事业的[红宝书]
philately,n.集邮[红宝书]
philistine,n.庸俗之人，轻视艺术的人[红宝书]
philology,n.语文学，语文研究[红宝书]
philosophic,adj.哲学（家）的[红宝书]
phlegmatic,a.冷静的，冷淡的[红宝书]
phobia,n.恐惧症[红宝书]
phoenix,n.凤凰，长生鸟，永生或再生的象征[红宝书]
phonetic,a.语音的[红宝书]
phony,a.假的，欺骗的[红宝书]
photosensitive,a.感光性的[红宝书]
photosynthesis,n.光合作用[红宝书]
physical,adj.实质的，有形的；身体的，肉体的[红宝书]
physiological,a.生理的；生理学的[红宝书]
picayunish,a.微不足道的，不值钱的[红宝书]
pictorial,a.绘画的；有图片的，用图片表示的[红宝书]
picturesque,a.如画的；独特的，别具风格的[红宝书]
piddle,v.鬼混，浪费[红宝书]
piddling,a.(贬)琐碎的，微不足道的[红宝书]
piebald,a.花斑的，黑白两色的[红宝书]
piecemeal,a.一件一件的，零件的[红宝书]
pied,a.杂色的[红宝书]
pierce,v.刺透；穿过[红宝书]
piercing,a.(寒风)刺骨的；(观察力)敏锐的[红宝书]
piety,n.孝顺，孝敬；虔诚[红宝书]
pigment,n.天然色素；干粉颜料[红宝书]
pilfer,v.偷窥[红宝书]
pilgrim,n.朝圣客，（在国外的）旅行者[红宝书]
pillage,n.抢劫，掠夺 v.抢夺[红宝书]
pilot,n.飞行员；领航员；领导人[红宝书]
pinch,v.捏，掐；n.一撮，一点[红宝书]
pine,n.松树；v.(因疾病等)憔悴；渴望[红宝书]
pinpoint,v.精确地找出或描述；a.非常精确的[红宝书]
pious,a.(对宗教)虔诚的，尽责的[红宝书]
piousness,n.虔诚[红宝书]
piquant,a.辛辣而开胃的；兴奋的[红宝书]
pique,n./v.(因自尊心受伤害而导致的)不悦，愤怒；v.冒犯[红宝书]
pirate,n.海盗；剽窃者，盗版者；v.掠夺；盗印[红宝书]
pirouette,n./v.(舞蹈)脚尖立地的旋转[红宝书]
piscatorial,a.捕鱼的，渔业的[红宝书]
pitcher,n.有柄水罐[红宝书]
piteous,a.可怜的[红宝书]
pitfall,n.陷阱，未料到的危险或困难[红宝书]
pith,n.精髓，要点[红宝书]
pithy,a.(讲话或文章)简练的[红宝书]
pithy,a.(讲话或文章)简练的[红宝书]
pitiful,a.值得同情的，可怜的[红宝书]
pittance,n.微薄的薪俸，少量的收入[红宝书]
pivot,n.枢轴，中心 v.旋转[红宝书]
pivotal,a.中枢的；极其重要的，关键的[红宝书]
placard,n.招贴，布告 v.张贴布告[红宝书]
placate,v.抚慰，平息(愤怒)[红宝书]
placebo,n.(医)安慰剂[红宝书]
placid,a.安静的，平和的[红宝书]
plagiarize,v.剽窃，抄袭[红宝书]
plague,n.瘟疫；讨厌的人或物；v.烦扰(尤指一再询问或要求)[红宝书]
plain,a.简单的；清楚的；n.平原[红宝书]
plainspoken,adj.直言不讳的[红宝书]
plaintive,a.(听起来)哀伤的，伤心的[红宝书]
plait,n.发辫；v.编成辫[红宝书]
plangent,a.(声音)轰鸣的；(声音)悲哀的[红宝书]
plank,n.厚木板；要点 v.铺板[红宝书]
plaster,n.灰泥，石膏；v.抹灰泥[红宝书]
plastic,a.创造性的；易受影响的；可塑的[红宝书]
plateau,n.高原；平稳的状态[红宝书]
platitude,n.陈词滥调[红宝书]
platitudinous,adj.陈腐的[红宝书]
platonic,a.理论的；纯精神上的，纯友谊的，没有感官性欲的[红宝书]
plaudit,v.喝彩，赞扬[红宝书]
plausible,a.似是而非的，似乎合理的；(贬)嘴巧的(尤指为行骗)[红宝书]
plaza,n.广场的；集市[红宝书]
plead,v.恳求；提出…为理由，辩护[红宝书]
pleat,n.(衣服上的)褶[红宝书]
plebeian,n.平民 a. 平民的；平庸的，粗俗的[红宝书]
pledge,n.誓言，保证；v.发誓[红宝书]
plenary,a.全体出席的；完全的，绝对的，无限的[红宝书]
plenitude,n.完全，充分；大量[红宝书]
plentitude,n.充分[红宝书]
pleonastic,a.冗言的[红宝书]
plethora,n.过量，过剩[红宝书]
pliable,a.易弯的，柔软的[红宝书]
pliant,a.易受影响的；易弯的[红宝书]
plod,v.重步走；吃力地干[红宝书]
plot,n.(戏剧、小说)情节；阴谋，策划[红宝书]
plough,n.犁；v.用犁耕地[红宝书]
ploy,n.花招，策略[红宝书]
plumb,adv.恰恰，正好；v.深入了解，探究；用铅锤测水深；a.垂直的；n.铅锤[红宝书]
plumber,n.管子工，铅管工[红宝书]
plummet,v.垂直或突然坠下；n.测深锤[红宝书]
plump,a.丰满的 v.使丰满，使变圆[红宝书]
plunder,v.抢劫，掠夺[红宝书]
plunge,v.跳进，陷入；俯冲[红宝书]
pluralist,n.兼职者，兼任数个宗教职位者[红宝书]
plush,a.豪华的[红宝书]
poach,v.偷猎，窃取[红宝书]
pod,n.豆荚；v.剥掉(豆荚)[红宝书]
podiatrist,n.足医[红宝书]
podium,n.(乐队)指挥台，讲坛[红宝书]
poignancy,n.辛辣；尖锐[红宝书]
poignant,a.伤心的，心酸的；尖锐的[红宝书]
poise,v.使相等，使平衡；n.泰然自若，镇定[红宝书]
poisonous,a.有毒的；有害的[红宝书]
poke,v.刺，戳；嘲弄[红宝书]
polar,a.地极的，两极的；磁极的[红宝书]
polarize,v.使…两极分化[红宝书]
polemic,n.争论，论战[红宝书]
polemical,a.挑起论战的[红宝书]
polish,v.把…擦光亮，抛光；n.上光剂，擦光剂；(态度等)优雅[红宝书]
polite,adj.文雅的，有教养的[红宝书]
politically,adv.政治上[红宝书]
poll,n.民意测验；选举投票[红宝书]
pollen,n.花粉[红宝书]
pollinate,v.给…授粉[红宝书]
pollster,n.民意测验家[红宝书]
polymath,n.博学者[红宝书]
pomposity,n.自大的行为，言辞[红宝书]
pompous,a.自大的[红宝书]
poncho,n.斗篷，披风；雨衣[红宝书]
ponder,v.仔细考虑[红宝书]
ponderable,a.可估量的[红宝书]
ponderous,a.笨重的，笨拙的[红宝书]
pontifical,a.(贬)自以为是的，自大的；武断的[红宝书]
poohed,a.疲倦的[红宝书]
pool,n.资源的集合；可共享的物资[红宝书]
pop,v. 发出 砰 的一声；突然出现[红宝书]
populous,a.人口稠密的[红宝书]
porous,a.可渗透的；多孔的[红宝书]
portend,v.预兆，预示[红宝书]
portentous,a.凶兆的，不祥的[红宝书]
portray,v.描绘，描述[红宝书]
posit,v.断定，假定…为实[红宝书]
positive,adj.积极的；明确的；有信心的；无条件的 n.正片；积极的要素或特点[红宝书]
positiveness,n.肯定，确定[红宝书]
possess,v.拥有；支配，主宰；受摆布，缠住[红宝书]
possessed,a.着迷的；疯狂的[红宝书]
postdate,v.填迟…的日期[红宝书]
poster,n.海报，招贴画[红宝书]
posthumous,a.死后的，身后的[红宝书]
posthumously,adv.死后的[红宝书]
postiche,a.伪造的，假的 n.伪造品；假发[红宝书]
postoperative,adj.手术后的[红宝书]
postulate,v.假定；要求[红宝书]
postwar,adj.战后的[红宝书]
potable,a.适于饮用的[红宝书]
potation,n.饮，喝；饮料(尤指酒)[红宝书]
potboiler,n.粗制滥造的文艺作品[红宝书]
potent,a.强有力的，有影响力的；有效力的[红宝书]
potentate,n.统治者，当权者[红宝书]
potential,a.潜在的，有可能性的[红宝书]
potentiate,v.加强(力量，效果)[红宝书]
pother,n.喧闹，骚动[红宝书]
potpourri,n.混杂物；杂文集[红宝书]
potshot,n.盲目射击 v.肆意抨击[红宝书]
potted,a.盆栽的；瓶装的，罐装的[红宝书]
pottery,n.制陶；陶器[红宝书]
pouch,n.小袋 v.使成袋状[红宝书]
pounce,n.爪；猛扑  v.猛扑，突袭[红宝书]
pound,v.猛击，连续重击;（心脏）狂跳，怦怦地跳[红宝书]
pragmatic,a.实际的，实用主义的[红宝书]
prance,v.昂首阔步[红宝书]
prank,n.恶作剧，玩笑[红宝书]
prate,v.瞎扯，胡说；唠叨，喋喋不休[红宝书]
preach,v.传教，讲道[红宝书]
preamble,n.(书，演讲)前言，序言；事情的先兆[红宝书]
precarious,a.不稳固的，不安全的；不确定的，不稳定的[红宝书]
precede,v.在…之前，早于[红宝书]
precedent,adj.在先的，在前的 n.先例，判例[红宝书]
precept,n.箴言，格言[红宝书]
precipitate,v.加速，促成；a.鲁莽的[红宝书]
precipitous,a.陡峭的[红宝书]
precise,a.精确的[红宝书]
preclude,v.避免，排除，阻止[红宝书]
precocious,a.(儿童)早熟的[红宝书]
preconception,n.先入之见；偏见[红宝书]
precursor,n.先驱，先兆[红宝书]
predator,n.食肉动物[红宝书]
predatory,a.掠夺的；食肉的[红宝书]
predecessor,n.(职务、职位的)前任，前辈；原先的(被继承或被取代的)东西[红宝书]
predestine,v.预先注定[红宝书]
predetermine,v.预先注定，预先决定[红宝书]
predictable,adj.可预知的[红宝书]
predilection,n.偏爱，爱好[红宝书]
predispose,v.使预先有倾向；使易受感染[红宝书]
predominant,a.有势力的；极其显著的，盛行的[红宝书]
predominate,v.支配，统治；(数量、力量等)占优势[红宝书]
preeminent,a.出类拔萃的[红宝书]
preempt,v.以优先购买权取得；取代[红宝书]
preen,v.(鸟)整理羽毛；(人)打扮修饰[红宝书]
prefabricated,a.预制构件的[红宝书]
preferably,adv.更可取地，更好地，宁可[红宝书]
prefigure,v.预示[红宝书]
pregnant,a.怀孕的；充满的[红宝书]
prehensile,a.能抓住东西的，缠绕的[红宝书]
prehistoric,a.史前的[红宝书]
prejudice,n.偏见，成见；v.使产生偏见[红宝书]
preliminary,a.预备的；(某一重要行动或事情)初步的，开始的[红宝书]
prelude,n.(行动，事情的)序幕，前奏[红宝书]
premature,a.过早的，提前的；早产的[红宝书]
premeditate,v.预先设想，预谋[红宝书]
premiere,n./v.(电影，戏剧)首次公演[红宝书]
premise,n.(推理所依据的)前提[红宝书]
premium,n.保险费；奖金[红宝书]
premonition,n.预感，预兆[红宝书]
preoccupation,n.全神贯注；使人专注的东西[红宝书]
preponderant,adj.占优势的，突出的，压倒性的[红宝书]
preponderate,v.(重量上，重要性上)压倒，超过[红宝书]
prepossessing,a.给人好感的[红宝书]
preposterous,a.荒谬的，完全违背常理的[红宝书]
prerequisite,n.先决条件，必备条件[红宝书]
prerogative,n.特权[红宝书]
presage,n.(多指不祥的)预感；v.(不祥)预示[红宝书]
prescience,n.预知，先见[红宝书]
prescient,adj.有先见的，预知的[红宝书]
prescribe,v.(医)开处方；规定[红宝书]
presentation,n.介绍；描述[红宝书]
presentiment,n.预感[红宝书]
preservative,a.防腐的；n.防腐剂[红宝书]
preserve,v.保护；保存[红宝书]
preside,v.担任主席；负责；指挥[红宝书]
press,v.挤压[红宝书]
